C	R	TRAIT_CODE_CLEAN	StudyC	StudyR	DISEASE/TRAIT	N_C	COHORT_C	Cosine_C	PUBMED ID	MAPPED_GENE	PMID	Reported Trait	COHORT_R	N_R	Ancestry	Cosine_R	GeneCount	StudyTrait
GCST90019526	36088354	EFO_0004631	GCST90019526_EFO_0004631	36088354_EFO_0004631	Vitamin D levels	339705.0	UKB	0.81951743	33462484	39.0	36088354	Vitamin d measurement	UKB	174472.0	EUR	1.0	3	36088354_EFO_0004631
GCST90302071	31367044	EFO_0010733	GCST90302071_EFO_0010733	31367044_EFO_0010733	Polyunsaturated fatty acids	136016.0	Multiple	0.8182773	38448586	30.0	31367044	PUFA measurement	Finnish	8751.0	EUR	0.8518046	10	31367044_EFO_0010733
GCST90091585	36809768	EFO_0010733	GCST90091585_EFO_0010733	36809768_EFO_0010733	Fasting polyunsaturated fatty acids			0.7307917	34610981	4.0	36809768	Polyunsaturated Fatty Acids measurement	UKB	97938.0	EUR	0.98181415	47	36809768_EFO_0010733
GCST90091585	31367044	EFO_0010733	GCST90091585_EFO_0010733	31367044_EFO_0010733	Fasting polyunsaturated fatty acids			0.7307917	34610981	4.0	31367044	PUFA measurement	Finnish	8751.0	EUR	0.8518046	10	31367044_EFO_0010733
GCST90091725	36809768	EFO_0010733	GCST90091725_EFO_0010733	36809768_EFO_0010733	Postprandial polyunsaturated fatty acids			0.74893785	34610981	3.0	36809768	Polyunsaturated Fatty Acids measurement	UKB	97938.0	EUR	0.98181415	47	36809768_EFO_0010733
GCST90091725	31367044	EFO_0010733	GCST90091725_EFO_0010733	31367044_EFO_0010733	Postprandial polyunsaturated fatty acids			0.74893785	34610981	3.0	31367044	PUFA measurement	Finnish	8751.0	EUR	0.8518046	10	31367044_EFO_0010733
GCST90092939	36809768	EFO_0010733	GCST90092939_EFO_0010733	36809768_EFO_0010733	Polyunsaturated fatty acid levels	115006.0	UKB	0.88319457	35213538	44.0	36809768	Polyunsaturated Fatty Acids measurement	UKB	97938.0	EUR	0.98181415	47	36809768_EFO_0010733
GCST90092939	31367044	EFO_0010733	GCST90092939_EFO_0010733	31367044_EFO_0010733	Polyunsaturated fatty acid levels	115006.0	UKB	0.88319457	35213538	44.0	31367044	PUFA measurement	Finnish	8751.0	EUR	0.8518046	10	31367044_EFO_0010733
GCST90269543	36809768	EFO_0010733	GCST90269543_EFO_0010733	36809768_EFO_0010733	Polyunsaturated fatty acids levels (UKB data field 23446)	88268.0	UKB	0.80177474	36764567	14.0	36809768	Polyunsaturated Fatty Acids measurement	UKB	97938.0	EUR	0.98181415	47	36809768_EFO_0010733
GCST90269543	31367044	EFO_0010733	GCST90269543_EFO_0010733	31367044_EFO_0010733	Polyunsaturated fatty acids levels (UKB data field 23446)	88268.0	UKB	0.80177474	36764567	14.0	31367044	PUFA measurement	Finnish	8751.0	EUR	0.8518046	10	31367044_EFO_0010733
GCST90092936	31367044	EFO_0005001	GCST90092936_EFO_0005001	31367044_EFO_0005001	Phenylalanine levels	115030.0	UKB	0.81647414	35213538	8.0	31367044	PHE measurement	Finnish	8757.0	EUR	0.95396304	3	31367044_EFO_0005001
GCST90010736	31367044	EFO_0005001	GCST90010736_EFO_0005001	31367044_EFO_0005001	Phenylalanine levels	84297.0	FENLAND|EPIC-Norfolk|INTERVAL|KORA|TWINS-UK	0.8164741	33414548	4.0	31367044	PHE measurement	Finnish	8757.0	EUR	0.95396304	3	31367044_EFO_0005001
GCST90269565	31367044	EFO_0005001	GCST90269565_EFO_0005001	31367044_EFO_0005001	Phenylalanine levels (UKB data field 23468)	88296.0	UKB	0.7486903	36764567	3.0	31367044	PHE measurement	Finnish	8757.0	EUR	0.95396304	3	31367044_EFO_0005001
GCST90270081	30175238	EFO_0004314	GCST90270081_EFO_0004314	30175238_EFO_0004314	FEV1	383471.0	UKB	0.81006634	36641522	117.0	30175238	Forced expiratory volume in one second(fev1)	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.778564	8	30175238_EFO_0004314
GCST90270081	34662886	EFO_0004314	GCST90270081_EFO_0004314	34662886_EFO_0004314	FEV1	383471.0	UKB	0.81006634	36641522	117.0	34662886	Forced expiratory volume in 1 second fev1 (3063)	UKB	395450.9166666667	EUR	0.72633696	5	34662886_EFO_0004314
GCST90270081	37262146	EFO_0004314	GCST90270081_EFO_0004314	37262146_EFO_0004314	FEV1	383471.0	UKB	0.81006634	36641522	117.0	37262146	Forced_expiratory_volume_in_1_second_fev1	UKB	385013.0	EUR	0.70612025	24	37262146_EFO_0004314
GCST007432	34375979	EFO_0004314	GCST007432_EFO_0004314	34375979_EFO_0004314	FEV1	321047.0		0.8100663	30804560	102.0	34375979	Forced expiratory volume in 1-second (fev1)| predicted	UKB	80480.0	EUR	0.75147104	4	34375979_EFO_0004314
GCST007432	30175238	EFO_0004314	GCST007432_EFO_0004314	30175238_EFO_0004314	FEV1	321047.0		0.8100663	30804560	102.0	30175238	Forced expiratory volume in one second(fev1)	SpiroMeta,CHARGE	68470.0	EUR, AFR	0.778564	8	30175238_EFO_0004314
GCST007432	34662886	EFO_0004314	GCST007432_EFO_0004314	34662886_EFO_0004314	FEV1	321047.0		0.8100663	30804560	102.0	34662886	Forced expiratory volume in 1 second fev1 (3063)	UKB	395450.9166666667	EUR	0.72633696	5	34662886_EFO_0004314
GCST007432	37262146	EFO_0004314	GCST007432_EFO_0004314	37262146_EFO_0004314	FEV1	321047.0		0.8100663	30804560	102.0	37262146	Forced_expiratory_volume_in_1_second_fev1	UKB	385013.0	EUR	0.70612025	24	37262146_EFO_0004314
GCST002155	34375979	EFO_1000786	GCST002155_EFO_1000786	34375979_EFO_1000786	Osteoarthritis (hip)	51637.0		0.96684325	23989986	3.0	34375979	Coxarthrosis [arthrosis of hip])	UKB	281104.0	EUR	0.7170415	5	34375979_EFO_1000786
GCST90034522	34375979	EFO_1000786	GCST90034522_EFO_1000786	34375979_EFO_1000786	Osteoarthritis (hip)	353388.0	arcOGEN|deCODE|EB|GARP|LLS|RS|ARGO|HUNT|MyCode|UKB	0.96684307	34450027	6.0	34375979	Coxarthrosis [arthrosis of hip])	UKB	281104.0	EUR	0.7170415	5	34375979_EFO_1000786
GCST006926	34375979	EFO_1000786	GCST006926_EFO_1000786	34375979_EFO_1000786	Osteoarthritis (hip)	613790.0		0.96684307	30374069	17.0	34375979	Coxarthrosis [arthrosis of hip])	UKB	281104.0	EUR	0.7170415	5	34375979_EFO_1000786
GCST007091	34375979	EFO_1000786	GCST007091_EFO_1000786	34375979_EFO_1000786	Osteoarthritis (hip)	393873.0		0.96684307	30664745	20.0	34375979	Coxarthrosis [arthrosis of hip])	UKB	281104.0	EUR	0.7170415	5	34375979_EFO_1000786
GCST008668	34375979	EFO_0009322	GCST008668_EFO_0009322	34375979_EFO_0009322	Proliferative diabetic retinopathy	291.0		1.0000001	31482010	3.0	34375979	Other proliferative retinopathy	UKB	198992.0	EUR	0.8108375	4	34375979_EFO_0009322
GCST007241	32492392	EFO_0001073	GCST007241_EFO_0001073	32492392_EFO_0001073	Obesity (extreme)	7916.0		0.80530834	30677029	4.0	32492392	Obesity	SCOOP,INTERVAL	9441.0	EUR	1.0	43	32492392_EFO_0001073
GCST007241	29273807	EFO_0001073	GCST007241_EFO_0001073	29273807_EFO_0001073	Obesity (extreme)	7916.0		0.80530834	30677029	4.0	29273807	Obesity	Meta	526508.0	EUR	0.9999999	8	29273807_EFO_0001073
GCST000426	34375979	EFO_0001073	GCST000426_EFO_0001073	34375979_EFO_0001073	Obesity (extreme)	3972.0		0.80530834	19553259	9.0	34375979	Obesity	UKB	261751.0	EUR	0.99999994	30	34375979_EFO_0001073
GCST000426	32492392	EFO_0001073	GCST000426_EFO_0001073	32492392_EFO_0001073	Obesity (extreme)	3972.0		0.80530834	19553259	9.0	32492392	Obesity	SCOOP,INTERVAL	9441.0	EUR	1.0	43	32492392_EFO_0001073
GCST000426	29273807	EFO_0001073	GCST000426_EFO_0001073	29273807_EFO_0001073	Obesity (extreme)	3972.0		0.80530834	19553259	9.0	29273807	Obesity	Meta	526508.0	EUR	0.9999999	8	29273807_EFO_0001073
GCST001057	34375979	EFO_0001073	GCST001057_EFO_0001073	34375979_EFO_0001073	Obesity	1060.0		0.9999999	21552555	7.0	34375979	Obesity	UKB	261751.0	EUR	0.99999994	30	34375979_EFO_0001073
GCST001057	32492392	EFO_0001073	GCST001057_EFO_0001073	32492392_EFO_0001073	Obesity	1060.0		0.9999999	21552555	7.0	32492392	Obesity	SCOOP,INTERVAL	9441.0	EUR	1.0	43	32492392_EFO_0001073
GCST001057	29273807	EFO_0001073	GCST001057_EFO_0001073	29273807_EFO_0001073	Obesity	1060.0		0.9999999	21552555	7.0	29273807	Obesity	Meta	526508.0	EUR	0.9999999	8	29273807_EFO_0001073
GCST009700	34375979	EFO_0001073	GCST009700_EFO_0001073	34375979_EFO_0001073	Obesity (extreme)	2996.0		0.8053083	31888951	4.0	34375979	Obesity	UKB	261751.0	EUR	0.99999994	30	34375979_EFO_0001073
GCST009700	32492392	EFO_0001073	GCST009700_EFO_0001073	32492392_EFO_0001073	Obesity (extreme)	2996.0		0.8053083	31888951	4.0	32492392	Obesity	SCOOP,INTERVAL	9441.0	EUR	1.0	43	32492392_EFO_0001073
GCST009700	29273807	EFO_0001073	GCST009700_EFO_0001073	29273807_EFO_0001073	Obesity (extreme)	2996.0		0.8053083	31888951	4.0	29273807	Obesity	Meta	526508.0	EUR	0.9999999	8	29273807_EFO_0001073
GCST009382	34375979	EFO_0001073	GCST009382_EFO_0001073	34375979_EFO_0001073	Childhood obesity	28604.0		0.7964684	31504550	20.0	34375979	Obesity	UKB	261751.0	EUR	0.99999994	30	34375979_EFO_0001073
GCST009382	32492392	EFO_0001073	GCST009382_EFO_0001073	32492392_EFO_0001073	Childhood obesity	28604.0		0.7964684	31504550	20.0	32492392	Obesity	SCOOP,INTERVAL	9441.0	EUR	1.0	43	32492392_EFO_0001073
GCST009382	29273807	EFO_0001073	GCST009382_EFO_0001073	29273807_EFO_0001073	Childhood obesity	28604.0		0.7964684	31504550	20.0	29273807	Obesity	Meta	526508.0	EUR	0.9999999	8	29273807_EFO_0001073
GCST002685	34375979	HP_0000483	GCST002685_HP_0000483	34375979_HP_0000483	Refractive astigmatism	48020.0		0.8038331	25367360	6.0	34375979	Astigmatism	UKB	241159.0	EUR	1.0000001	9	34375979_HP_0000483
GCST90025993	36088354	EFO_0006925	GCST90025993_EFO_0006925	36088354_EFO_0006925	Lipoprotein (a) levels	348806.0	UKB	0.8032701	34226706	4.0	36088354	Lipoprotein a measurement	UKB	146248.0	EUR	1.0	12	36088354_EFO_0006925
GCST90025993	28089252	EFO_0006925	GCST90025993_EFO_0006925	28089252_EFO_0006925	Lipoprotein (a) levels	348806.0	UKB	0.8032701	34226706	4.0	28089252	Lipoprotein(a) measurement	ARIC	1860.0	AFR	0.95949316	3	28089252_EFO_0006925
GCST012232	34375979	EFO_0006925	GCST012232_EFO_0006925	34375979_EFO_0006925	Lipoprotein (a) levels	371212.0		0.8032701	33730874	25.0	34375979	Lipoprotein a measurement	UKB	204350.0	EUR	1.0	5	34375979_EFO_0006925
GCST012232	36088354	EFO_0006925	GCST012232_EFO_0006925	36088354_EFO_0006925	Lipoprotein (a) levels	371212.0		0.8032701	33730874	25.0	36088354	Lipoprotein a measurement	UKB	146248.0	EUR	1.0	12	36088354_EFO_0006925
GCST012232	28089252	EFO_0006925	GCST012232_EFO_0006925	28089252_EFO_0006925	Lipoprotein (a) levels	371212.0		0.8032701	33730874	25.0	28089252	Lipoprotein(a) measurement	ARIC	1860.0	AFR	0.95949316	3	28089252_EFO_0006925
GCST004398	34375979	EFO_0006925	GCST004398_EFO_0006925	34375979_EFO_0006925	Lipoprotein (a) levels	13781.0		0.8032701	28512139	7.0	34375979	Lipoprotein a measurement	UKB	204350.0	EUR	1.0	5	34375979_EFO_0006925
GCST004398	36088354	EFO_0006925	GCST004398_EFO_0006925	36088354_EFO_0006925	Lipoprotein (a) levels	13781.0		0.8032701	28512139	7.0	36088354	Lipoprotein a measurement	UKB	146248.0	EUR	1.0	12	36088354_EFO_0006925
GCST004398	28089252	EFO_0006925	GCST004398_EFO_0006925	28089252_EFO_0006925	Lipoprotein (a) levels	13781.0		0.8032701	28512139	7.0	28089252	Lipoprotein(a) measurement	ARIC	1860.0	AFR	0.95949316	3	28089252_EFO_0006925
GCST90019513	34375979	EFO_0006925	GCST90019513_EFO_0006925	34375979_EFO_0006925	Lipoprotein (a) levels	284044.0	UKB	0.80327004	33462484	23.0	34375979	Lipoprotein a measurement	UKB	204350.0	EUR	1.0	5	34375979_EFO_0006925
GCST90019513	36088354	EFO_0006925	GCST90019513_EFO_0006925	36088354_EFO_0006925	Lipoprotein (a) levels	284044.0	UKB	0.80327004	33462484	23.0	36088354	Lipoprotein a measurement	UKB	146248.0	EUR	1.0	12	36088354_EFO_0006925
GCST90019513	28089252	EFO_0006925	GCST90019513_EFO_0006925	28089252_EFO_0006925	Lipoprotein (a) levels	284044.0	UKB	0.80327004	33462484	23.0	28089252	Lipoprotein(a) measurement	ARIC	1860.0	AFR	0.95949316	3	28089252_EFO_0006925
GCST003127	34375979	EFO_0006925	GCST003127_EFO_0006925	34375979_EFO_0006925	Lipoprotein (a) levels	2895.0		0.8032701	26377243	4.0	34375979	Lipoprotein a measurement	UKB	204350.0	EUR	1.0	5	34375979_EFO_0006925
GCST003127	36088354	EFO_0006925	GCST003127_EFO_0006925	36088354_EFO_0006925	Lipoprotein (a) levels	2895.0		0.8032701	26377243	4.0	36088354	Lipoprotein a measurement	UKB	146248.0	EUR	1.0	12	36088354_EFO_0006925
GCST003127	28089252	EFO_0006925	GCST003127_EFO_0006925	28089252_EFO_0006925	Lipoprotein (a) levels	2895.0		0.8032701	26377243	4.0	28089252	Lipoprotein(a) measurement	ARIC	1860.0	AFR	0.95949316	3	28089252_EFO_0006925
GCST90448623	36809768	EFO_0010968	GCST90448623_EFO_0010968	36809768_EFO_0010968	Phosphate levels	38000.0	G&H	0.8019484	39414775	6.0	36809768	Phosphate	UKB	359484.0	EUR	0.78908634	82	36809768_EFO_0010968
GCST90448623	37262146	EFO_0010968	GCST90448623_EFO_0010968	37262146_EFO_0010968	Phosphate levels	38000.0	G&H	0.8019484	39414775	6.0	37262146	Phosphate	UKB	368220.0	EUR	0.7890862	15	37262146_EFO_0010968
GCST90448623	34226706	EFO_0010968	GCST90448623_EFO_0010968	34226706_EFO_0010968	Phosphate levels	38000.0	G&H	0.8019484	39414775	6.0	34226706	Biochemistry Phosphate	UKB	400159.0	EUR	0.7383027	17	34226706_EFO_0010968
GCST001017	34375979	EFO_0003770	GCST001017_EFO_0003770	34375979_EFO_0003770	Diabetic retinopathy	2829.0		1.0	21441570	5.0	34375979	Diabetic retinopathy	UKB	194251.0	EUR	1.0000001	13	34375979_EFO_0003770
GCST000966	34375979	EFO_0003770	GCST000966_EFO_0003770	34375979_EFO_0003770	Diabetic retinopathy	853.0		1.0	21310492	5.0	34375979	Diabetic retinopathy	UKB	194251.0	EUR	1.0000001	13	34375979_EFO_0003770
GCST90025945	36809768	EFO_0004617	GCST90025945_EFO_0004617	36809768_EFO_0004617	Cystatin C levels	437846.0	UKB	0.79600835	34226706	15.0	36809768	Cystatin C measurement	UKB	393300.0	EUR	1.0000001	230	36809768_EFO_0004617
GCST90025945	37262146	EFO_0004617	GCST90025945_EFO_0004617	37262146_EFO_0004617	Cystatin C levels	437846.0	UKB	0.79600835	34226706	15.0	37262146	Cystatin_c measurement	UKB	402826.0	EUR	0.98282105	38	37262146_EFO_0004617
GCST90025945	34226706	EFO_0004617	GCST90025945_EFO_0004617	34226706_EFO_0004617	Cystatin C levels	437846.0	UKB	0.79600835	34226706	15.0	34226706	Biochemistry Cystatin C measurement	UKB	437846.0	EUR	0.96071553	26	34226706_EFO_0004617
GCST90025945	34662886	EFO_0004617	GCST90025945_EFO_0004617	34662886_EFO_0004617	Cystatin C levels	437846.0	UKB	0.79600835	34226706	15.0	34662886	30720_cystatin_c_inst_mean__rint measurement	UKB	412028.597826087	EUR	0.75578606	3	34662886_EFO_0004617
GCST90134481	34375979	EFO_0004617	GCST90134481_EFO_0004617	34375979_EFO_0004617	Cystatin C levels	350016.0	UKB	0.79600847	35810165	4.0	34375979	Cystatin c measurement	UKB	256492.0	EUR	1.0000001	9	34375979_EFO_0004617
GCST90134481	36809768	EFO_0004617	GCST90134481_EFO_0004617	36809768_EFO_0004617	Cystatin C levels	350016.0	UKB	0.79600847	35810165	4.0	36809768	Cystatin C measurement	UKB	393300.0	EUR	1.0000001	230	36809768_EFO_0004617
GCST90134481	37262146	EFO_0004617	GCST90134481_EFO_0004617	37262146_EFO_0004617	Cystatin C levels	350016.0	UKB	0.79600847	35810165	4.0	37262146	Cystatin_c measurement	UKB	402826.0	EUR	0.98282105	38	37262146_EFO_0004617
GCST90134481	34226706	EFO_0004617	GCST90134481_EFO_0004617	34226706_EFO_0004617	Cystatin C levels	350016.0	UKB	0.79600847	35810165	4.0	34226706	Biochemistry Cystatin C measurement	UKB	437846.0	EUR	0.96071553	26	34226706_EFO_0004617
GCST90134481	34662886	EFO_0004617	GCST90134481_EFO_0004617	34662886_EFO_0004617	Cystatin C levels	350016.0	UKB	0.79600847	35810165	4.0	34662886	30720_cystatin_c_inst_mean__rint measurement	UKB	412028.597826087	EUR	0.75578606	3	34662886_EFO_0004617
GCST90100559	34375979	EFO_0004617	GCST90100559_EFO_0004617	34375979_EFO_0004617	Cystatin C plasma levels	460858.0	UKB	0.77524614	34899825	12.0	34375979	Cystatin c measurement	UKB	256492.0	EUR	1.0000001	9	34375979_EFO_0004617
GCST90100559	36809768	EFO_0004617	GCST90100559_EFO_0004617	36809768_EFO_0004617	Cystatin C plasma levels	460858.0	UKB	0.77524614	34899825	12.0	36809768	Cystatin C measurement	UKB	393300.0	EUR	1.0000001	230	36809768_EFO_0004617
GCST90100559	37262146	EFO_0004617	GCST90100559_EFO_0004617	37262146_EFO_0004617	Cystatin C plasma levels	460858.0	UKB	0.77524614	34899825	12.0	37262146	Cystatin_c measurement	UKB	402826.0	EUR	0.98282105	38	37262146_EFO_0004617
GCST90100559	34226706	EFO_0004617	GCST90100559_EFO_0004617	34226706_EFO_0004617	Cystatin C plasma levels	460858.0	UKB	0.77524614	34899825	12.0	34226706	Biochemistry Cystatin C measurement	UKB	437846.0	EUR	0.96071553	26	34226706_EFO_0004617
GCST90100559	34662886	EFO_0004617	GCST90100559_EFO_0004617	34662886_EFO_0004617	Cystatin C plasma levels	460858.0	UKB	0.77524614	34899825	12.0	34662886	30720_cystatin_c_inst_mean__rint measurement	UKB	412028.597826087	EUR	0.75578606	3	34662886_EFO_0004617
GCST90019504	34375979	EFO_0004617	GCST90019504_EFO_0004617	34375979_EFO_0004617	Cystatin C levels	355752.0	UKB	0.79600835	33462484	138.0	34375979	Cystatin c measurement	UKB	256492.0	EUR	1.0000001	9	34375979_EFO_0004617
GCST90019504	36809768	EFO_0004617	GCST90019504_EFO_0004617	36809768_EFO_0004617	Cystatin C levels	355752.0	UKB	0.79600835	33462484	138.0	36809768	Cystatin C measurement	UKB	393300.0	EUR	1.0000001	230	36809768_EFO_0004617
GCST90019504	37262146	EFO_0004617	GCST90019504_EFO_0004617	37262146_EFO_0004617	Cystatin C levels	355752.0	UKB	0.79600835	33462484	138.0	37262146	Cystatin_c measurement	UKB	402826.0	EUR	0.98282105	38	37262146_EFO_0004617
GCST90019504	34226706	EFO_0004617	GCST90019504_EFO_0004617	34226706_EFO_0004617	Cystatin C levels	355752.0	UKB	0.79600835	33462484	138.0	34226706	Biochemistry Cystatin C measurement	UKB	437846.0	EUR	0.96071553	26	34226706_EFO_0004617
GCST90019504	34662886	EFO_0004617	GCST90019504_EFO_0004617	34662886_EFO_0004617	Cystatin C levels	355752.0	UKB	0.79600835	33462484	138.0	34662886	30720_cystatin_c_inst_mean__rint measurement	UKB	412028.597826087	EUR	0.75578606	3	34662886_EFO_0004617
GCST90301967	31367044	EFO_0009767	GCST90301967_EFO_0009767	31367044_EFO_0009767	Glycine levels	90223.0	Multiple	0.78900725	38448586	12.0	31367044	GLY measurement	Finnish	8206.0	EUR	0.9692868	3	31367044_EFO_0009767
GCST90245226	31367044	EFO_0009767	GCST90245226_EFO_0009767	31367044_EFO_0009767	Glycine levels	14296.0	INTERVAL|EPIC-Norfolk	0.78900725	36357675	4.0	31367044	GLY measurement	Finnish	8206.0	EUR	0.9692868	3	31367044_EFO_0009767
GCST007836	31367044	EFO_0009767	GCST007836_EFO_0009767	31367044_EFO_0009767	Glycine levels	30118.0		0.789007	31070104	6.0	31367044	GLY measurement	Finnish	8206.0	EUR	0.9692868	3	31367044_EFO_0009767
GCST90010729	31367044	EFO_0009767	GCST90010729_EFO_0009767	31367044_EFO_0009767	Glycine levels	80003.0	FENLAND|EPIC-Norfolk|INTERVAL|KORA|TWINS-UK	0.78900695	33414548	9.0	31367044	GLY measurement	Finnish	8206.0	EUR	0.9692868	3	31367044_EFO_0009767
GCST90428574	36138231	EFO_0004251	GCST90428574_EFO_0004251	36138231_EFO_0004251	Myeloproliferative neoplasms (MTAG)	482378.0	UKB	0.7246466	37684235	16.0	36138231	Myeloproliferative disease	UKB	165578.0	EUR	0.9421503	5	36138231_EFO_0004251
GCST90092931	31367044	EFO_0010119	GCST90092931_EFO_0010119	31367044_EFO_0010119	Omega-3 fatty acid levels	115006.0	UKB	0.7910022	35213538	27.0	31367044	FAW3 measurement	Finnish	8751.0	EUR	0.2992345	11	31367044_EFO_0010119
GCST90269541	31367044	EFO_0010119	GCST90269541_EFO_0010119	31367044_EFO_0010119	Omega-3 fatty acids levels (UKB data field 23444)	88268.0	UKB	0.7187358	36764567	8.0	31367044	FAW3 measurement	Finnish	8751.0	EUR	0.2992345	11	31367044_EFO_0010119
GCST90133362	31367044	EFO_0010119	GCST90133362_EFO_0010119	31367044_EFO_0010119	Total omega-3 fatty acid levels	114999.0	UKB	0.77364945	35692035	20.0	31367044	FAW3 measurement	Finnish	8751.0	EUR	0.2992345	11	31367044_EFO_0010119
GCST90092806	31367044	EFO_0009765	GCST90092806_EFO_0009765	31367044_EFO_0009765	Alanine levels	115078.0	UKB	0.7805463	35213538	17.0	31367044	ALA measurement	Finnish	8758.0	EUR	0.95125777	3	31367044_EFO_0009765
GCST90010722	31367044	EFO_0009765	GCST90010722_EFO_0009765	31367044_EFO_0009765	Alanine levels	86413.0	FENLAND|EPIC-Norfolk|INTERVAL|KORA|TWINS-UK	0.7805463	33414548	13.0	31367044	ALA measurement	Finnish	8758.0	EUR	0.95125777	3	31367044_EFO_0009765
GCST90269557	31367044	EFO_0009765	GCST90269557_EFO_0009765	31367044_EFO_0009765	Alanine levels (UKB data field 23460)	88325.0	UKB	0.7024089	36764567	15.0	31367044	ALA measurement	Finnish	8758.0	EUR	0.95125777	3	31367044_EFO_0009765
GCST90025990	34662886	EFO_0004838	GCST90025990_EFO_0004838	34662886_EFO_0004838	Calcium levels	400792.0	UKB	0.7781699	34226706	5.0	34662886	Calcium (30680) measurement	UKB	378234.65	EUR	0.91551226	8	34662886_EFO_0004838
GCST002911	34226706	EFO_0004838	GCST002911_EFO_0004838	34226706_EFO_0004838	Calcium levels	4558.0		0.77817005	25972035	4.0	34226706	Biochemistry Calcium measurement	UKB	400792.0	EUR	0.9290701	15	34226706_EFO_0004838
GCST002911	34662886	EFO_0004838	GCST002911_EFO_0004838	34662886_EFO_0004838	Calcium levels	4558.0		0.77817005	25972035	4.0	34662886	Calcium (30680) measurement	UKB	378234.65	EUR	0.91551226	8	34662886_EFO_0004838
GCST90018951	34226706	EFO_0004838	GCST90018951_EFO_0004838	34226706_EFO_0004838	Calcium levels	399133.0	BBJ|UKB	0.77817	34594039	128.0	34226706	Biochemistry Calcium measurement	UKB	400792.0	EUR	0.9290701	15	34226706_EFO_0004838
GCST90018951	34662886	EFO_0004838	GCST90018951_EFO_0004838	34662886_EFO_0004838	Calcium levels	399133.0	BBJ|UKB	0.77817	34594039	128.0	34662886	Calcium (30680) measurement	UKB	378234.65	EUR	0.91551226	8	34662886_EFO_0004838
GCST90018731	34226706	EFO_0004838	GCST90018731_EFO_0004838	34226706_EFO_0004838	Calcium levels	83980.0	BBJ	0.7781699	34594039	10.0	34226706	Biochemistry Calcium measurement	UKB	400792.0	EUR	0.9290701	15	34226706_EFO_0004838
GCST90018731	34662886	EFO_0004838	GCST90018731_EFO_0004838	34662886_EFO_0004838	Calcium levels	83980.0	BBJ	0.7781699	34594039	10.0	34662886	Calcium (30680) measurement	UKB	378234.65	EUR	0.91551226	8	34662886_EFO_0004838
GCST90448602	34226706	EFO_0004838	GCST90448602_EFO_0004838	34226706_EFO_0004838	Calcium levels	38000.0	G&H	0.7781699	39414775	3.0	34226706	Biochemistry Calcium measurement	UKB	400792.0	EUR	0.9290701	15	34226706_EFO_0004838
GCST90448602	34662886	EFO_0004838	GCST90448602_EFO_0004838	34662886_EFO_0004838	Calcium levels	38000.0	G&H	0.7781699	39414775	3.0	34662886	Calcium (30680) measurement	UKB	378234.65	EUR	0.91551226	8	34662886_EFO_0004838
GCST001463	31367044	EFO_0004502	GCST001463_EFO_0004502	31367044_EFO_0004502	Adiponectin levels	35355.0		0.7767697	22479202	4.0	31367044	Adipon measurement	Finnish	14172.0	EUR	0.76783395	6	31367044_EFO_0004502
GCST012168	31367044	EFO_0004502	GCST012168_EFO_0004502	31367044_EFO_0004502	Adiponectin levels	954.0		0.7767697	33562295	3.0	31367044	Adipon measurement	Finnish	14172.0	EUR	0.76783395	6	31367044_EFO_0004502
GCST003096	31367044	EFO_0004502	GCST003096_EFO_0004502	31367044_EFO_0004502	Adiponectin levels	737.0		0.7767697	26299439	3.0	31367044	Adipon measurement	Finnish	14172.0	EUR	0.76783395	6	31367044_EFO_0004502
GCST012164	31367044	EFO_0004502	GCST012164_EFO_0004502	31367044_EFO_0004502	Adiponectin levels	504.0		0.7767697	33562295	3.0	31367044	Adipon measurement	Finnish	14172.0	EUR	0.76783395	6	31367044_EFO_0004502
GCST90018971	36280733	OBA_2045260	GCST90018971_OBA_2045260	36280733_OBA_2045260	Red blood cell count	503987.0	BBJ|UKB	0.77241135	34594039	232.0	36280733	Red blood cell count	Mixed	41818.0	EUR	0.7724112	3	36280733_OBA_2045260
GCST90025964	33257650	OBA_2045260	GCST90025964_OBA_2045260	33257650_OBA_2045260	Red blood cell count	445305.0	UKB	0.77241135	34226706	18.0	33257650	Red blood cell count	UKB	487409.0	EUR	0.77241135	11	33257650_OBA_2045260
GCST90025964	36280733	OBA_2045260	GCST90025964_OBA_2045260	36280733_OBA_2045260	Red blood cell count	445305.0	UKB	0.77241135	34226706	18.0	36280733	Red blood cell count	Mixed	41818.0	EUR	0.7724112	3	36280733_OBA_2045260
GCST007069	33257650	OBA_2045260	GCST007069_OBA_2045260	33257650_OBA_2045260	Red blood cell count	445000.0		0.77241135	30595370	474.0	33257650	Red blood cell count	UKB	487409.0	EUR	0.77241135	11	33257650_OBA_2045260
GCST007069	36280733	OBA_2045260	GCST007069_OBA_2045260	36280733_OBA_2045260	Red blood cell count	445000.0		0.77241135	30595370	474.0	36280733	Red blood cell count	Mixed	41818.0	EUR	0.7724112	3	36280733_OBA_2045260
GCST90278641	33257650	OBA_2045260	GCST90278641_OBA_2045260	33257650_OBA_2045260	Red blood cell count	92615.0	TWB	0.77241135	38116116	42.0	33257650	Red blood cell count	UKB	487409.0	EUR	0.77241135	11	33257650_OBA_2045260
