Entrez	Chrom	Start	End	GeneSize	CDS_length
5716	X	108084207	108091549	7342	1470
57161	14	56117814	56301524	183710	774
57162	2	64092652	64144420	51768	3716
57165	1	228149930	228159826	9896	2165
57167	20	51782331	51802521	20190	5209
57168	22	26429260	26445015	15755	3370
57169	20	49237946	49278426	40480	5235
5717	17	32444379	32483319	38940	480
57171	9	129081111	129090438	9327	2037
57172	1	209583714	209613939	30225	3089
57175	11	67435510	67443821	8311	4411
57176	6	30914205	30926459	12254	4064
57178	10	79068966	79316519	247553	7615
57179	5	176346062	176361807	15745	2243
5718	17	67337916	67366605	28689	4356
57180	7	152759749	152855378	95629	1566
57181	2	195575977	195737702	161725	593
57182	4	124664048	124712732	48684	8798
57184	15	74899992	74906883	6891	624
57185	1	24415802	24475252	59450	5372
57186	20	20389530	20712644	323114	8769
57187	X	123600561	123733056	132495	1365
57188	15	83654088	84039842	385754	7299
57189	7	141656728	141702166	45438	7309
5719	11	236966	252984	16018	612
57190	1	25800193	25818221	18028	4314
57191	19	57454790	57457140	2350	2351
57192	19	7522624	7534009	11385	2084
57194	15	25677273	25865184	187911	5360
57198	1	154325525	154351304	25779	5974
572	11	64269830	64284704	14874	1157
5720	14	24136163	24138967	2804	1033
57205	4	47485275	47593486	108211	6668
57209	10	37776526	37858106	81580	518
5721	14	24143362	24147570	4208	496
57210	8	141207166	141308305	101139	7483
57211	6	142301854	142446266	144412	7026
57212	1	3735511	3747373	11862	1193
57213	13	49912702	49936490	23788	3057
57214	15	80779343	80951776	172433	7226
57215	16	67842320	67844195	1875	1876
57216	1	160400564	160428678	28114	5354
57217	2	46915869	47076137	160268	3748
57221	6	138161939	138344663	182724	14859
57222	5	172834251	172952792	118541	2903
57223	2	55547292	55618880	71588	5243
57224	6	138422043	138692571	270528	7500
57226	6	89568144	89638749	70605	844
57228	12	51244558	51270415	25857	1875
5723	7	56011051	56051604	40553	1409
57231	6	85504776	85594156	89380	4119
57232	X	47983356	48071658	88302	1245
5724	1	28147166	28193936	46770	3993
5725	19	797075	812327	15252	3691
572558	9	68343539	68358022	14483	709
5726	7	141972631	141973773	1142	1143
5727	9	95442980	95517057	74077	8662
5728	10	87862638	87971930	109292	3117
57282	2	161424332	161985282	560950	583
5729	14	52267698	52276724	9026	2957
57291	4	52712325	52723623	11298	987
573	9	33247820	33264720	16900	526
5730	9	136975092	136981742	6650	601
5731	19	14472466	14475354	2888	1413
5732	14	52314305	52329822	15517	2956
57325	20	18137228	18188387	51159	4071
57326	1	154944076	154956123	12047	3144
5733	1	70852353	71047816	195463	1914
57332	17	79792132	79801683	9551	3752
57333	19	49528003	49546962	18959	1469
57335	17	15699577	15720787	21210	582
57336	17	16546954	16569204	22250	3373
57337	3	101324205	101513241	189036	4973
57338	16	87601835	87698156	96321	2191
5734	5	40679915	40693735	13820	3431
57343	19	57351271	57359898	8627	4423
57348	19	54415219	54436904	21685	505
57369	15	34751032	34754998	3966	2922
5737	1	78303884	78540701	236817	4337
57379	12	8602155	8613242	11087	2796
5738	1	116909916	116990353	80437	6314
57380	6	24402908	24426194	23286	3821
57381	14	63204114	63293508	89394	1837
5739	19	46618550	46625089	6539	1612
57393	X	15627318	15675012	47694	1352
57396	5	178602664	178630615	27951	2504
5740	20	49503874	49568137	64263	5570
574016	12	92420091	92433060	12969	718
57402	1	153614255	153616986	2731	1025
574028	12	92421531	92431002	9471	2419
57403	20	58309715	58367507	57792	8651
574030	X	50008964	50009028	64	65
574031	X	134169378	134169452	74	75
574032	X	134169809	134169877	68	69
574033	X	134170041	134170111	70	71
574034	14	100881886	100881978	92	93
574038	14	100881007	100881120	113	114
57404	2	203238977	203306026	67049	1730
574040	3	39408389	39408539	150	151
574042	16	1962334	1962466	132	133
57405	2	168834132	168913371	79239	510
57406	3	58237532	58295693	58161	2393
57407	16	4461691	4495763	34072	1092
57408	3	54918231	54967088	48857	1414
57409	17	75266228	75271231	5003	1400
5741	11	13492054	13496181	4127	791
57410	11	65525077	65538704	13627	2584
57412	10	102869470	102901899	32429	2450
57413	1	111483348	111563962	80614	962
57414	7	75842602	75888926	46324	566
57415	3	62319015	62336213	17198	3369
57418	19	984332	998438	14106	1521
57419	20	19212642	19722926	510284	3922
5742	9	122370530	122395703	25173	1839
5743	1	186671791	186680922	9131	4510
5744	12	27958084	27972733	14649	1318
574407	1	228203503	228213664	10161	937
574408	14	101026785	101026864	79	80
574409	14	101027100	101027183	83	84
574410	14	101056219	101056300	81	82
574411	17	28861369	28861440	71	72
574412	X	151959628	151959712	84	85
574413	14	101065300	101065378	78	79
574414	1	153217584	153219310	1726	1222
574431	1	206491116	206497728	6612	2096
574433	14	101065447	101065537	90	91
574434	14	101065912	101065991	79	80
574435	14	101040436	101040535	99	100
574436	14	101055419	101055491	72	73
574441	1	177029363	177029445	82	83
574442	7	93483936	93484019	83	84
574443	7	136903167	136903294	127	128
574444	9	20716105	20716188	83	84
574445	10	17845107	17845193	86	87
574447	10	102436512	102436584	72	73
574448	10	133247511	133247620	109	110
574449	12	94834398	94834513	115	116
574450	14	100869060	100869148	88	89
574451	14	100884483	100884576	93	94
574452	14	101029634	101029714	80	81
574453	14	101033755	101033836	81	82
574454	14	101060573	101060674	101	102
574455	16	14303967	14304049	82	83
574456	17	7017911	7018022	111	112
574457	19	13874875	13875011	136	137
574458	19	53666679	53666762	83	84
574459	19	53669157	53669254	97	98
57446	20	36651766	36746090	94324	2978
574460	19	53674197	53674320	123	124
574461	19	53675711	53675797	86	87
574462	19	53679003	53679085	82	83
574463	19	53679940	53680023	83	84
574464	19	53682159	53682245	86	87
574465	19	53685009	53685091	82	83
574466	19	53686469	53686555	86	87
574467	19	53690881	53690965	84	85
574468	19	53694393	53694475	82	83
574469	19	53695213	53695293	80	81
57447	14	21016763	21070872	54109	2122
574470	19	53697533	53697617	84	85
574471	19	53698385	53698471	86	87
574472	19	53700015	53700101	86	87
574473	19	53701227	53701287	60	61
574474	19	53702737	53702819	82	83
574475	19	53706252	53706336	84	85
574476	19	53707453	53707539	86	87
574477	19	53708735	53708835	100	101
574478	19	53711002	53711088	86	87
574479	19	53712268	53712354	86	87
57448	2	32357023	32619571	262548	15687
574480	19	53713347	53713434	87	88
574481	19	53716594	53716680	86	87
574482	19	53720096	53720182	86	87
574483	19	53721076	53721142	66	67
574484	19	53722166	53722255	89	90
574485	19	53725442	53725526	84	85
574486	19	53726922	53726986	64	65
574487	19	53729838	53729925	87	88
574488	19	53731006	53731090	84	85
574489	19	53734877	53734963	86	87
57449	1	6467122	6520074	52952	2664
574490	19	53736845	53736934	89	90
574491	19	53739333	53739419	86	87
574492	19	53741313	53741407	94	95
574493	19	53742512	53742599	87	88
574494	19	53748636	53748722	86	87
574495	19	53751211	53751297	86	87
574496	19	53752397	53752481	84	85
574497	19	53754018	53754102	84	85
574498	19	53756741	53756830	89	90
574499	19	53761133	53761222	89	90
5745	3	46877721	46903799	26078	2153
574500	19	53762344	53762430	86	87
574501	20	34990376	34990497	121	122
574502	X	50008431	50008514	83	84
574503	X	50009722	50009805	83	84
574504	X	50014598	50014683	85	86
574505	X	134540508	134540607	99	100
574506	X	134546328	134546398	70	71
574507	X	138667711	138667793	82	83
574508	X	139924148	139924231	83	84
574509	X	147213463	147213591	128	129
57451	5	166979029	168264157	1285128	10356
574510	X	147225826	147225952	126	127
574511	X	147230720	147230843	123	124
574512	X	147230984	147231077	93	94
574513	X	147236913	147237027	114	115
574514	X	147260532	147260625	93	94
574515	X	147272335	147272408	73	74
574516	X	147279247	147279344	97	98
574517	X	147281943	147282030	87	88
574518	X	147284641	147284728	87	88
57452	14	69259277	69357033	97756	630
57453	11	117427772	117817525	389753	6099
574537	4	69588417	69639642	51225	2568
57455	19	1815248	1848483	33235	4609
57456	3	44737661	44761619	23958	507
57458	12	94567122	94650557	83435	5874
57459	1	153789030	153923360	134330	1027
5746	2	208359714	208854503	494789	2472
57460	12	62643994	62935150	291156	6454
57461	3	129127415	129161063	33648	3612
57462	9	34366666	34376898	10232	6447
57463	1	109504178	109509738	5560	5130
57464	7	129434432	129488399	53967	5116
57465	16	2475051	2509671	34620	10610
57466	21	31671000	31732118	61118	4269
57467	3	42692663	42702824	10161	587
57468	20	46021690	46060150	38460	3593
57469	19	46486906	46495879	8973	363
5747	8	140657900	141002216	344316	4955
57470	1	3778559	3796498	17939	4303
57471	2	157318631	157327713	9082	3677
57472	5	180494379	180578358	83979	6219
57473	20	63956704	63969930	13226	5982
57474	19	12576100	12640098	63998	6108
57475	14	67533290	67589612	56322	6615
57476	11	123358428	123627774	269346	3849
57477	X	50586796	50814302	227506	6261
57478	16	23061406	23149452	88046	10881
57479	19	49591182	49626439	35257	7416
57480	6	150599883	150843665	243782	478
57481	X	119078635	119150579	71944	7392
57482	4	56049098	56330609	281511	805
57484	4	140859807	141212877	353070	10432
57486	5	65722205	65871725	149520	8652
57488	7	158730995	158830253	99258	5960
57489	1	86346824	86396342	49518	7560
57491	5	321714	438291	116577	563
57492	6	156776020	157210779	434759	10813
57493	3	124965710	125055997	90287	9195
57494	12	8681600	8783095	101495	570
57495	4	37244743	37449463	204720	7800
57496	16	14071319	14266773	195454	545
57497	6	40391591	40587364	195773	3164
57498	2	8721081	8837630	116549	8735
575	8	142449430	142545009	95579	6232
57501	3	128909866	129002690	92824	2408
57502	X	5840637	6228867	388230	600
57504	2	42494569	42756947	262378	5832
57505	6	44298731	44313347	14616	4798
57506	20	3846799	3876123	29324	11596
57507	5	124636913	124748807	111894	1539
57508	17	61865367	61928016	62649	6128
57509	8	17643795	17801094	157299	3650
57510	6	43522334	43576038	53704	5323
57511	13	39655627	39791666	136039	5258
57512	10	25174802	25602229	427427	6910
57513	17	75500261	75515537	15276	4969
57514	3	119294383	119420714	126331	9307
57515	6	122443351	122471807	28456	3125
57519	15	42575606	42720998	145392	15637
57520	2	196189099	196593684	404585	384
57521	17	80544819	80966371	421552	2461
57522	12	63843761	64162217	318456	9406
57523	14	24399003	24419283	20280	7635
57524	16	2177180	2196605	19425	5839
57526	X	100291644	100410273	118629	7936
57528	5	144170873	144485686	314813	13488
57529	X	110358848	110456334	97486	5416
5753	20	63528001	63537376	9375	2953
57530	1	151510510	151538692	28182	564
57531	6	104728094	104859919	131825	4575
57532	17	29255839	29294148	38309	10877
57533	4	6909242	7033118	123876	663
57534	18	21704957	21870953	165996	3306
57535	1	109113679	109206781	93102	564
57536	18	36829106	37232172	403066	1798
57537	4	7192538	7742827	550289	6152
57538	15	84817356	84873479	56123	10238
57539	2	19910263	19990105	79842	6898
5754	6	43076307	43161719	85412	902
57540	1	11479155	11537551	58396	910
57541	7	149126416	149183042	56626	5268
57542	12	27780048	27803040	22992	1894
57544	14	52429472	52552547	123075	6108
57545	4	15469865	15601552	131687	1521
57546	16	66878589	66895754	17165	560
57547	17	16620734	16653856	33122	4241
57549	1	159927039	159945613	18574	3563
57551	17	29390363	29551903	161540	12643
57552	3	172630249	172711218	80969	4536
57553	22	17787649	18024561	236912	9447
57554	1	69567922	70151945	584023	27923
57555	17	7404874	7419860	14986	4374
57556	5	116443555	116574823	131268	6828
57558	11	78188812	78215232	26420	2419
57559	10	88879734	88975153	95419	4184
5756	12	43793723	43806328	12605	3012
57560	3	160256986	160399880	142894	3999
57561	5	91368631	91383317	14686	4239
57562	11	101915010	102001062	86052	6071
57563	4	87160103	87240314	80211	5631
57565	18	32672673	32773023	100350	4271
57567	16	57994676	58000672	5996	5027
57568	1	232397965	232630571	232606	6690
57569	11	110577042	110713189	136147	6189
5757	2	231706895	231713551	6656	784
57570	14	60971441	60981170	9729	5304
57571	11	67414968	67425607	10639	368
57572	19	11199295	11262524	63229	1249
57573	19	56507850	56530221	22371	6266
57574	2	216257865	216372483	114618	4903
57575	4	133149294	133208606	59312	4574
57576	1	20664014	20718017	54003	394
57577	3	113964137	114056594	92457	3889
57578	14	93333219	93707876	374657	8400
57579	6	70412941	70561174	148233	529
57580	20	48624252	48827999	203747	4682
57582	9	135702185	135795508	93323	3845
57583	6	158536436	158635433	98997	5390
57584	10	24583609	24723887	140278	5514
57585	16	1612337	1677908	65571	246
57586	11	45240302	45286341	46039	5165
57587	4	185159665	185209504	49839	4851
57589	9	5629025	5776557	147532	4127
57590	2	223855716	223945357	89641	361
57591	22	40410281	40636719	226438	4506
57592	1	151281618	151292176	10558	893
57593	20	2692780	2760108	67328	2908
57594	14	23272422	23299796	27374	4986
57595	X	153802166	153830565	28399	3689
57596	14	100537147	100587417	50270	2635
57597	17	81395457	81466331	70874	10726
57599	3	39052013	39096671	44658	563
576	1	31727117	31764893	37776	4879
57600	4	158769026	158908050	139024	7038
57602	17	78787381	78841441	54060	607
57604	8	12945642	13031503	85861	983
57605	12	122983480	123151090	167610	6785
57606	4	48341529	48426201	84672	6081
57608	10	30012803	30115494	102691	9324
57609	12	50504985	50748657	243672	2676
57610	16	67723070	67806560	83490	5245
57611	15	74100311	74138540	38229	563
57613	12	13044381	13142521	98140	4711
57614	18	62187255	62310249	122994	8617
57615	19	22634324	22667671	33347	4246
57616	19	31149979	31349436	199457	2637
57617	15	40894450	40903975	9525	3875
57619	4	76435229	76783253	348024	10891
57620	4	26857601	27025381	167780	4965
57621	6	151364115	151391559	27444	3103
57622	19	39306566	39320863	14297	3579
57623	8	134477788	134713049	235261	4273
57624	2	225399710	225729887	330177	5461
57626	13	69700594	70108493	407899	4105
57628	2	114442299	115845780	1403481	883
5763	12	6765516	6770952	5436	820
57630	4	169094259	169270956	176697	5120
57631	X	115110616	115234096	123480	4953
57633	3	3799431	3849834	50403	5960
57634	12	131949942	132080460	130518	12289
57636	17	38419280	38512385	93105	5946
57639	7	77122434	77329533	207099	557
5764	7	137227341	137343774	116433	1482
57642	20	63293186	63334851	41665	8045
57643	1	45016399	45306209	289810	5868
57644	20	34955810	35002437	46627	1725
57645	1	166839447	166856359	16912	954
57646	11	113797874	113875572	77698	4669
57647	12	124946825	124989131	42306	3065
57648	1	32741830	32774970	33140	5493
57649	17	28905250	28951771	46521	4506
57650	3	108549864	108589644	39780	4066
57653	9	97238497	97377287	138790	6269
57654	4	1345691	1395989	50298	4980
57655	19	34994784	35026471	31687	2825
57657	1	155277463	155289848	12385	3838
57658	12	53708517	53727745	19228	5576
57659	17	7459366	7484263	24897	5956
57661	11	576470	612222	35752	5278
57662	19	7595863	7618304	22441	4137
57663	19	57119138	57131926	12788	437
57664	19	48837092	48868617	31525	1738
57665	2	18554723	18560679	5956	1560
57666	12	132489551	132585188	95637	5568
57669	2	120013077	120179119	166042	6556
57670	7	138831381	138981389	150008	12379
57673	6	107065182	107115515	50333	6446
57674	17	80260852	80398794	137942	21079
57677	19	36334453	36379201	44748	7491
57678	10	112149865	112215377	65512	6372
57679	2	201700267	201782112	81845	6675
5768	1	180154869	180204030	49161	9276
57680	14	21385194	21456126	70932	7422
57683	2	206274663	206314427	39764	10285
57684	9	122915566	122931512	15946	4455
57685	1	64470129	64693058	222929	5933
57687	16	77788564	77980107	191543	3791
57688	5	61332258	61546172	213914	5518
57689	11	40114203	41459773	1345570	4054
57690	17	77958703	78108822	150119	10391
57691	6	57046532	57059041	12509	6685
57692	X	76427710	76431342	3632	3633
57693	19	9140397	9163424	23027	3955
57695	2	218450251	218568351	118100	8022
57696	12	123602077	123620943	18866	2767
57697	14	45135930	45200890	64960	4165
57698	10	116881477	117126586	245109	6730
57699	6	36740775	36839444	98669	2558
577	6	68635282	69390571	755289	6090
5770	20	50510321	50585241	74920	3469
57700	10	114821744	114899832	78088	2870
57701	12	49791146	49828750	37604	4235
57703	2	179944876	180007297	62421	3524
57704	9	35736866	35749228	12362	3611
57705	10	48684873	48982956	298083	2193
57706	9	123379654	123930152	550498	4800
57707	16	84476355	84554033	77678	5013
57708	1	66924895	66988619	63724	4978
57709	3	170459548	170586075	126527	10140
5771	18	12785478	12929643	144165	2264
57710	1	180912897	180951614	38717	3331
57711	19	36534774	36605276	70502	395
57713	10	7158624	7411488	252864	7922
57715	10	100969504	100985871	16367	4489
57716	19	40393766	40414793	21027	4473
57717	5	141182387	141186226	3839	3840
57718	14	94146128	94279734	133606	564
57719	19	17323223	17334855	11632	4618
57720	9	130053426	130140169	86743	7353
57721	4	118685392	118715433	30041	6642
57722	15	65381484	65422947	41463	6363
57724	18	45800581	45967329	166748	7955
57727	20	46060991	46089962	28971	3224
57728	4	39182504	39285810	103306	4395
57730	2	97492663	97589877	97214	4453
57731	19	40466241	40576464	110223	6105
57732	4	2269582	2418651	149069	3828
57733	4	22692914	22819575	126661	2164
5774	9	109375466	109498313	122847	587
5775	2	119759922	119984899	224977	11090
57758	11	9019476	9138114	118638	4727
57761	20	362835	397559	34724	2432
57763	5	73552190	73565667	13477	2161
5777	12	6946468	6961316	14848	650
5778	1	202147012	202161588	14576	3766
57786	7	5045821	5069487	23666	4125
57787	19	45079288	45305284	225996	553
57794	19	19276018	19320509	44491	2066
57795	1	177170958	177282422	111464	4097
57798	7	92447482	92460075	12593	4571
57799	16	589357	629272	39915	692
578	6	33572547	33580293	7746	2212
5780	15	75463251	75579315	116064	7839
57801	1	998962	1000172	1210	1040
57804	11	67350772	67356972	6200	1694
57805	8	22604757	22620964	16207	3685
5781	12	112418351	112509918	91567	573
57817	19	35280716	35285143	4427	652
57818	2	168901291	168910000	8709	645
57819	6	31797396	31806966	9570	820
5782	7	77537295	77640069	102774	3384
57820	14	20311368	20333312	21944	1613
57821	1	169394870	169460669	65799	1914
57822	1	24199558	24364482	164924	2551
57823	1	160739057	160754821	15764	2497
57824	5	143812161	143820716	8555	381
57826	X	132203024	132219480	16456	3341
57827	6	31658298	31660778	2480	2481
57828	19	38335775	38370943	35168	3626
57829	1	237877864	237890922	13058	2474
5783	4	86594315	86815171	220856	8487
57830	11	71538025	71539209	1184	1185
57834	19	15912367	15934867	22500	2977
57835	2	74216242	74343416	127174	6576
5784	1	214348700	214552449	203749	13360
5786	20	2873420	3039076	165656	1107
57862	14	73886617	73932521	45904	1722
57863	1	159171609	159203313	31704	2546
57864	9	112878920	112890876	11956	2465
5787	12	70515870	70637440	121570	12301
5788	1	198638457	198759342	120885	731
5789	9	8314246	10613002	2298756	10389
579	4	13540830	13544508	3678	2259
5790	11	67435510	67437682	2172	907
5791	10	127907103	128085855	178752	5289
5792	1	43525187	43623666	98479	415
5793	3	61561569	62297609	736040	3011
5794	19	55181247	55209506	28259	3923
5795	11	47980425	48170839	190414	7979
5796	6	127968785	128520616	551831	6006
5797	18	7566782	8406861	840079	5595
5798	2	219289623	219309648	20025	3612
5799	7	157539056	158587823	1048767	4723
58	1	229430365	229434104	3739	2236
580	2	214725646	214809683	84037	5478
5800	12	15322257	15602175	279918	6403
5801	12	70638073	70920738	282665	2818
5802	19	5158495	5340812	182317	5443
5803	7	121873089	122062036	188947	5633
5805	11	112226367	112269955	43588	846
5806	3	157436850	157443633	6783	1884
581	19	48954815	48961798	6983	1346
5810	5	34905260	34918989	13729	4512
5813	5	140107777	140125619	17842	784
5814	7	44876299	44885530	9231	9232
58155	1	96721665	96823738	102073	2029
58157	14	77265483	77271206	5723	1778
58158	12	55019974	55030017	10043	3927
5816	22	36800684	36819479	18795	550
58160	7	102973354	102988856	15502	972
5817	19	44643798	44666162	22364	3166
5818	11	119623408	119729200	105792	1863
58189	16	84294846	84329844	34998	1295
5819	19	44846175	44889223	43048	2112
58190	2	218397136	218405941	8805	2326
58191	17	4733533	4739928	6395	2324
582	11	66510606	66533613	23007	3585
5820	8	127794513	128188202	393689	1490
5822	21	44107373	44131181	23808	604
5824	1	160276807	160286348	9541	3653
5825	1	94418389	94518666	100277	3604
5826	14	74285269	74303055	17786	3035
5827	12	132687587	132704985	17398	970
5828	8	76980258	77001044	20786	4169
5829	12	120210439	120265771	55332	3835
583	16	56465640	56582667	117027	1558
5830	12	7188685	7218574	29889	575
5831	17	81932384	81942412	10028	1890
5832	10	95605941	95656711	50770	3352
5833	17	81900958	81911432	10474	5089
5834	20	25248085	25298012	49927	4116
5836	14	50857891	50944483	86592	2711
5837	11	64746389	64759974	13585	2152
58472	15	45631148	45691281	60133	1792
58473	11	73646178	73662819	16641	1977
58475	11	60378485	60395951	17466	2871
58476	20	34704339	34713439	9100	4018
58477	3	133784023	133825772	41749	2837
58478	4	82430590	82461177	30587	2083
58480	1	228735479	228746664	11185	3965
58484	2	32224453	32265732	41279	1146
58485	17	7930345	7932123	1778	759
58486	11	10812074	10858796	46722	3677
58487	11	85657742	85682908	25166	4368
58488	17	55751051	55842830	91779	1972
58489	15	80679684	80755621	75937	627
58490	20	38033725	38127780	94055	2436
58491	19	56595265	56626481	31216	2257
58492	19	2933218	2944971	11753	2040
58493	9	112683926	112718149	34223	4114
58494	21	25639258	25717562	78304	1757
58495	20	17956979	18059188	102209	550
58496	6	31669976	31673776	3800	2845
58497	1	151008420	151035713	27293	1065
58498	7	44138864	44141332	2468	465
58499	9	106863166	107013634	150468	551
585	15	72686186	72742006	55820	2055
58500	8	144876497	144902168	25671	677
58503	4	70397931	70410195	12264	983
58504	10	48446036	48656265	210229	1951
58505	4	108650585	108667820	17235	876
58506	19	49642209	49658642	16433	4222
58508	7	152134922	152436644	301722	14292
58509	19	3610645	3626815	16170	699
58510	19	35799988	35813299	13311	515
58511	1	84398484	84415018	16534	1317
58512	1	34865436	34929650	64214	3921
58513	19	16355225	16472085	116860	3328
58515	3	53884417	53891885	7468	1497
58516	12	31280584	31327058	46474	3111
58517	14	73058532	73123899	65367	3375
58524	9	976655	991732	15077	2493
58525	19	15419978	15449956	29978	6356
58526	X	38801440	38806537	5097	3758
58527	6	139028745	139043302	14557	782
58528	6	89364616	89412273	47657	4923
58529	10	73631612	73641474	9862	1300
58530	6	31715348	31717919	2571	525
58531	16	11273199	11273629	430	431
58533	14	34561093	34630160	69067	3398
58538	2	201644870	201698694	53824	2330
5858	12	9148840	9208395	59555	4635
5859	3	49095932	49105130	9198	887
586	12	24810024	24949101	139077	9314
5860	4	17460261	17512206	51945	1188
5861	2	65070696	65130331	59635	1798
5862	8	60516936	60623644	106708	3735
5863	6	33291654	33298942	7288	2316
5864	19	18196784	18204042	7258	1496
5865	1	51907956	51990700	82744	12780
5866	11	61897301	61920269	22968	2325
5867	1	229271062	229305894	34832	2799
5868	3	19947097	19985175	38078	2518
5869	12	55973913	55996683	22770	3322
587	19	48795062	48811029	15967	1272
5870	11	73675638	73761137	85499	3326
5871	11	64784918	64803241	18323	7147
5872	1	153981617	153986358	4741	1353
5873	15	55202966	55319113	116147	3459
5874	18	54717860	54895516	177656	432
5875	14	24265538	24271611	6073	735
5876	1	75786197	75795086	8889	3863
5877	1	202878282	202889149	10867	3119
5878	17	42124978	42155044	30066	1912
5879	7	6374527	6403967	29440	2309
5880	22	37225270	37259594	34324	1472
5881	17	82031678	82034204	2526	1038
5883	11	67317871	67398410	80539	565
5884	5	69369293	69414801	45508	464
5885	8	116845934	116874776	28842	3676
5886	19	12945855	12953642	7787	1350
5887	9	107283137	107332192	49055	716
5888	15	40694774	40732340	37566	566
5889	17	58692573	58735611	43038	3667
5890	14	67819779	68730218	910439	1615
5891	14	102224500	102305190	80690	748
5892	17	35092221	35121522	29301	9966
5893	12	911736	990053	78317	3023
5894	3	12582101	12664201	82100	4662
5896	11	36510372	36593156	82784	6754
5897	11	36575574	36598279	22705	529
5898	7	39623565	39708120	84555	705
58985	1	24119771	24143140	23369	2817
58986	16	370788	387113	16325	3672
5899	2	120240064	120294710	54646	558
59	10	88934822	88991339	56517	1805
590	3	165772904	165837462	64558	2405
5900	9	133097720	133149334	51614	5596
5901	12	130872037	130877678	5641	2455
5902	22	20115938	20127355	11417	1879
5903	2	108719482	108785810	66328	11708
5905	22	41244779	41286187	41408	3828
5906	1	111542218	111716691	174473	1586
59067	4	122610108	122621066	10958	3146
5908	12	68610855	68671901	61046	13378
59082	11	105137714	105531697	393983	702
59084	6	46159185	46170980	11795	3845
5909	1	21596221	21669357	73136	3334
5910	4	98261384	98443858	182474	549
5911	13	97434169	97469128	34959	5540
5912	3	153162226	153170627	8401	8402
5913	11	47437764	47449143	11379	405
5914	17	40309180	40357643	48463	3275
5915	3	24687887	25597932	910045	3221
5916	12	53210567	53232980	22413	2917
5917	5	168486451	168519301	32850	757
5918	3	158696892	158732489	35597	1713
5919	7	150338317	150341662	3345	1907
5920	11	63536808	63548808	12000	758
5921	5	87267883	87391931	124048	4746
5922	3	141487027	141615344	128317	494
5923	15	78959906	79090780	130874	6294
5924	5	80960363	81230162	269799	8482
5925	13	48303744	48599436	295692	633
5926	14	58298504	58373887	75383	5562
59269	1	41506365	42035925	529560	12216
5927	12	280057	389320	109263	10701
59271	21	32412006	32515397	103391	1689
59272	X	15494566	15607236	112670	2730
59274	15	81000923	81005788	4865	4866
59277	12	95657807	95791189	133382	3621
5928	1	32651142	32686211	35069	1788
59283	19	53962937	53990215	27278	8850
59284	19	53909278	53943950	34672	2754
59285	19	53991637	54012666	21029	2501
59286	19	9827892	9830115	2223	407
5929	1	205086142	205122015	35873	4367
593	19	41397808	41425002	27194	816
5930	16	24537693	24572863	35170	3361
59307	11	405715	417455	11740	1564
5931	X	16839283	16870362	31079	373
5932	18	22798261	23026488	228227	564
5933	20	36996349	37095997	99648	5686
59335	9	130664594	130682986	18392	2478
59336	6	99606774	99615578	8804	3129
59338	10	122374696	122432354	57658	603
59339	8	38901235	38973912	72677	2127
5934	16	53433977	53491648	57671	838
59340	18	24460637	24479961	19324	3664
59341	12	109783087	109833406	50319	3245
59342	17	56978129	57006768	28639	1725
59343	3	185582496	185633551	51055	878
59344	17	8095900	8119047	23147	3362
59345	3	179396088	179451476	55388	6315
59348	19	51964340	51986856	22516	2355
59349	1	202891116	202928636	37520	2257
5935	X	48574449	48581162	6713	501
59350	4	158315311	158653372	338061	2735
59351	6	138215986	138218491	2505	2506
59352	1	202193799	202319781	125982	3649
59353	X	101078879	101096367	17488	2039
5936	11	66638667	66668374	29707	3029
5937	2	160272151	160493807	221656	4016
5939	12	56521820	56596193	74373	8488
594	6	80106647	80346270	239623	743
5940	Y	21534879	21549326	14447	1921
5947	3	139517434	139539829	22395	462
5948	3	139452884	139480747	27863	694
594837	6	132815307	132815379	72	73
594838	6	132816802	132816877	75	76
594839	6	132817219	132817348	129	130
594840	8	134598071	134600689	2618	939
594842	8	121639293	121994185	354892	784
594855	15	74826627	74831802	5175	2002
594857	10	127549309	127553540	4231	1231
5949	10	47348363	47357881	9518	4290
595	11	69641156	69654474	13318	4238
5950	10	93591687	93601744	10057	1314
595098	15	66503243	66503314	71	72
595099	15	66502020	66502091	71	72
595100	15	66501250	66501318	68	69
595135	9	40900523	41074965	174442	1980
5954	11	32091074	32105722	14648	2369
5955	15	76931738	76954393	22655	1750
5956	X	154144243	154159032	14789	1242
5957	17	9896320	9905271	8951	2469
5959	12	55720367	55724705	4338	522
596	18	63123346	63320128	196782	5563
5961	6	42696598	42722597	25999	3001
5962	11	109864295	110296712	432417	3239
5965	12	21468910	21501669	32759	3745
5966	2	60881491	60931612	50121	2549
5967	2	79120362	79123409	3047	901
5968	2	79085023	79088019	2996	626
597	15	79960892	79971196	10304	809
5970	11	65653599	65663090	9491	2266
5971	19	45001461	45038192	36731	840
5972	1	204154819	204190324	35505	1462
5973	X	153935269	153944687	9418	1334
5976	19	18831959	18868230	36271	5321
5977	11	65333843	65354262	20419	3870
5978	4	56907876	56966808	58932	1328
5979	10	43077064	43130351	53287	3457
598	20	31664452	31723989	59537	2578
5980	6	111299028	111483715	184687	2518
5981	4	39287456	39366375	78919	4870
5982	7	74231499	74254458	22959	1576
5983	13	33818069	33966558	148489	2306
5984	3	186789880	186807058	17178	1111
5985	12	118013588	118033130	19542	572
5986	17	82047902	82051831	3929	1755
